Loan_ID,Date_Key,Customer_ID,Branch_ID,Employee_ID,Loan_Product_ID,Location_ID,Loan_Status_ID,Payment_Method_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Monthly_EMI,Processing_Fee,Insurance_Fee,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_To_Value,Collateral_Value,Outstanding_Balance,Total_Interest,Total_Repayment,Paid_Amount,Late_Fee,Days_Past_Due,Risk_Score,Default_Flag,Approval_Time_Days
LN000011,20241020,CUST29589,BR031,EMP0254,LP015,LOC009,5,1,1022749.41,9.92,48,25900.29,10227.49,2556.87,338224,646,48.93,43.24,2365285.42,1234274.24,220464.58,1243213.99,8939.75,2806,27,33,0,9
LN000012,20210901,CUST18251,BR172,EMP0498,LP014,LOC070,1,1,5000000,10.05,180,53883.3,50000.0,12500.0,2645128,435,20.47,45.33,11030222.81,1867085.54,4698994.42,9698994.42,7831908.87,3925,13,77,0,11
LN000013,20260430,CUST42349,BR026,EMP0063,LP026,LOC094,1,1,987061.51,9.5,180,10307.14,9870.62,2467.65,708307,647,20.09,65.44,1508345.82,1595207.04,868223.67,1855285.18,260078.14,4608,27,19,0,1
LN000014,20260425,CUST35428,BR215,EMP0016,LP006,LOC097,1,3,2037998.03,12.55,120,29890.97,20379.98,5095.0,947559,542,19.06,40.12,5079755.81,349929.32,1548918.72,3586916.75,3236987.43,3827,25,50,0,7
LN000015,20261024,CUST47875,BR201,EMP0570,LP032,LOC020,3,2,1860576.76,8.11,240,15690.22,18605.77,4651.44,1494482,494,27.25,42.76,4351208.5,3536108.62,1905076.97,3765653.73,229545.11,4450,27,67,0,1
LN000016,20240911,CUST05251,BR218,EMP0191,LP005,LOC077,3,3,2643822.86,17.39,360,38530.34,26438.23,6609.56,1236516,369,42.7,74.07,3569357.18,10455689.54,11227101.03,13870923.9,3415234.35,4382,18,100,0,15
LN000017,20211204,CUST13387,BR172,EMP0734,LP021,LOC031,3,5,1581930.19,14.28,180,21365.64,15819.3,3954.83,1910046,571,51.35,43.99,3596113.18,2629856.34,2263885.32,3845815.5,1215959.16,700,3,59,0,4
LN000018,20240903,CUST17381,BR034,EMP0956,LP023,LOC009,3,3,2822146.81,12.1,240,31271.24,28221.47,7055.37,1799908,550,43.64,94.3,2992732.57,2224961.93,4682951.23,7505098.04,5280136.11,4643,21,64,0,15
LN000019,20260610,CUST06789,BR241,EMP0900,LP009,LOC034,3,1,2630534.41,9.13,60,54771.69,26305.34,6576.34,698941,418,49.47,51.2,5137762.51,1298648.19,655766.74,3286301.14,1987652.95,516,8,100,0,11
LN000020,20231001,CUST18133,BR012,EMP0004,LP022,LOC099,5,5,5000000,9.2,180,51309.93,50000.0,12500.0,2922247,433,33.52,40.53,12336540.83,4140584.23,4235787.21,9235787.21,5095202.98,1321,22,79,0,1
LN000021,20230221,CUST38176,BR142,EMP0152,LP028,LOC017,1,5,3009216.51,17.3,12,274883.45,30092.17,7523.04,1542929,342,21.55,53.72,5601668.86,333407.34,289384.91,3298601.42,2965194.08,3429,17,96,0,12
LN000022,20200925,CUST15515,BR222,EMP0167,LP012,LOC053,6,1,3744074.99,10.99,120,51553.45,37440.75,9360.19,1002293,325,57.52,84.59,4426143.74,1223455.21,2442338.52,6186413.51,4962958.3,13535,145,100,1,14
LN000023,20240411,CUST14578,BR052,EMP0837,LP030,LOC045,1,5,1529886.86,14.43,120,24151.14,15298.87,3824.72,1204604,612,57.54,93.18,1641861.84,1946788.7,1368249.84,2898136.71,951348.01,3374,16,49,0,6
LN000024,20190424,CUST07560,BR225,EMP0994,LP017,LOC023,1,2,523064.99,13.76,84,9733.03,5230.65,1307.66,1363446,894,27.25,73.34,713205.6,221934.58,294509.29,817574.28,595639.7,4823,28,0,0,5
LN000025,20190701,CUST46451,BR112,EMP0002,LP034,LOC069,6,4,4035681.3,17.46,84,83548.77,40356.81,10089.2,1777655,501,46.49,46.85,8614047.6,2644731.7,2982415.22,7018096.52,4373364.81,11688,299,71,1,12
LN000026,20220426,CUST36334,BR033,EMP0197,LP027,LOC086,3,4,3091139.27,10.66,240,31194.25,30911.39,7727.85,979923,688,26.71,51.56,5995227.44,1244836.32,4395479.81,7486619.08,6241782.76,3909,10,20,0,8
LN000027,20260730,CUST14006,BR131,EMP0485,LP011,LOC085,6,1,3851569.11,14.15,84,72497.98,38515.69,9628.92,1440286,386,62.36,52.92,7278097.33,5521117.88,2238260.95,6089830.06,568712.18,5828,191,100,1,1
LN000028,20210929,CUST31139,BR157,EMP0871,LP005,LOC059,4,4,5000000,15.04,120,80790.0,50000.0,12500.0,2891427,724,23.42,76.08,6572029.44,4901912.22,4694800.0,9694800.0,4792887.78,973,27,0,0,4
LN000029,20201221,CUST45608,BR133,EMP0476,LP004,LOC072,3,4,1814815.2,15.91,240,25126.26,18148.15,4537.04,759014,555,42.75,92.25,1967279.35,73012.18,4215487.97,6030303.17,5957290.99,4235,23,59,0,14
LN000030,20250222,CUST29224,BR230,EMP0163,LP031,LOC058,1,5,5000000,10.41,240,49617.08,50000.0,12500.0,1286998,565,23.16,64.19,7789375.29,6137470.25,6908099.98,11908099.98,5770629.73,2719,10,44,0,2
LN000031,20200720,CUST09885,BR060,EMP0393,LP010,LOC091,5,5,1138184.49,10.97,180,12915.14,11381.84,2845.46,519395,519,21.38,63.11,1803493.09,1358164.02,1186540.13,2324724.62,966560.6,0,0,59,0,7
LN000032,20240507,CUST00387,BR242,EMP0361,LP020,LOC097,1,2,5000000,15.21,360,64062.66,50000.0,12500.0,2007502,699,36.85,55.01,9089256.5,2356731.65,18062557.19,23062557.19,20705825.55,3412,10,20,0,14
LN000033,20240329,CUST08365,BR160,EMP0547,LP002,LOC051,1,3,219276.44,12.0,180,2631.69,2192.76,548.19,363674,877,24.31,58.0,378062.84,387617.79,254427.01,473703.45,86085.67,3205,24,0,0,13
LN000034,20230923,CUST16533,BR214,EMP0084,LP031,LOC003,1,5,2342102.74,11.17,24,109345.29,23421.03,5855.26,468462,852,45.85,81.48,2874451.08,574107.26,282184.26,2624287.0,2050179.74,0,0,0,0,3
LN000035,20210904,CUST08273,BR122,EMP0686,LP008,LOC073,1,3,5000000,15.55,36,174676.36,50000.0,12500.0,2200493,523,63.01,79.51,6288517.17,2478284.23,1288348.83,6288348.83,3810064.6,0,0,72,0,10
LN000036,20260806,CUST24597,BR102,EMP0965,LP013,LOC010,6,1,2402434.72,10.67,360,22281.93,24024.35,6006.09,677405,548,53.79,71.13,3377526.68,1559956.38,5619059.84,8021494.56,6461538.18,13142,309,59,1,9
LN000037,20260406,CUST22363,BR004,EMP0870,LP027,LOC063,1,4,5000000,14.17,180,67159.12,50000.0,12500.0,2068328,408,33.95,80.36,6222001.0,3538240.73,7088640.99,12088640.99,8550400.27,4508,25,94,0,8
LN000038,20231120,CUST47909,BR152,EMP0275,LP021,LOC032,1,3,5000000,10.06,180,53913.94,50000.0,12500.0,1419909,388,46.75,58.5,8547008.55,4174397.8,4704508.55,9704508.55,5530110.75,3006,6,100,0,6
LN000039,20220219,CUST39070,BR180,EMP0902,LP018,LOC072,1,1,5000000,8.4,120,61725.75,50000.0,12500.0,2416891,310,51.7,77.98,6411900.49,3788149.97,2407090.1,7407090.1,3618940.13,0,0,100,0,5
LN000040,20210626,CUST26503,BR178,EMP0250,LP020,LOC085,1,1,4443490.97,13.07,120,66529.68,44434.91,11108.73,1797783,895,40.27,59.35,7486926.66,26892.92,3540070.66,7983561.63,7956668.72,1988,8,0,0,12
LN000041,20210227,CUST20680,BR031,EMP0761,LP035,LOC098,4,3,1304766.45,12.58,360,14006.27,13047.66,3261.92,1053381,489,38.86,55.56,2348391.74,117953.37,3737489.3,5042255.75,4924302.37,1963,9,68,0,3
LN000042,20220523,CUST00928,BR182,EMP0547,LP009,LOC036,6,4,1367220.39,14.82,36,47274.72,13672.2,3418.05,478698,346,51.4,45.64,2995662.55,616305.94,334669.41,1701889.8,1085583.86,16686,330,100,1,6
LN000043,20210125,CUST03368,BR065,EMP0964,LP031,LOC015,1,5,4943301.68,13.56,12,442822.05,49433.02,12358.25,1930688,366,54.61,92.2,5361498.57,4507607.87,370562.97,5313864.65,806256.78,3509,24,100,0,10
LN000044,20251208,CUST14791,BR199,EMP0536,LP025,LOC058,5,3,5000000,17.9,60,126695.29,50000.0,12500.0,1497189,753,13.31,92.81,5387350.5,3279156.99,2601717.7,7601717.7,4322560.71,1828,6,0,0,11
LN000045,20191129,CUST10293,BR062,EMP0178,LP036,LOC010,1,5,564470.53,14.74,180,7799.98,5644.71,1411.18,261222,460,22.73,78.88,715606.66,995069.21,839525.59,1403996.13,408926.91,2267,7,73,0,11
LN000046,20210321,CUST27862,BR030,EMP0558,LP015,LOC083,1,4,5000000,8.25,36,157259.12,50000.0,12500.0,1364143,452,42.73,85.33,5859603.89,1173997.75,661328.22,5661328.22,4487330.47,2591,14,82,0,5
LN000047,20240811,CUST35389,BR127,EMP0449,LP006,LOC077,6,5,5000000,13.84,12,448559.26,50000.0,12500.0,2062059,340,62.91,85.98,5815305.89,4891124.87,382711.12,5382711.12,491586.25,9831,100,100,1,1
LN000048,20201218,CUST30835,BR133,EMP0668,LP029,LOC036,4,4,5000000,16.05,24,244935.02,50000.0,12500.0,2705050,485,32.46,57.66,8671522.72,3115512.37,878440.52,5878440.52,2762928.15,3472,10,65,0,5
LN000049,20260606,CUST26245,BR209,EMP0779,LP036,LOC005,2,5,1058890.06,10.89,120,14520.36,10588.9,2647.23,619349,765,55.37,40.06,2643260.25,235385.58,683552.75,1742442.8,1507057.22,1636,1,14,0,6
LN000050,20251225,CUST49575,BR128,EMP0641,LP029,LOC098,1,5,1635665.82,8.88,60,33858.55,16356.66,4089.16,1103785,352,48.4,46.68,3503997.03,1141474.47,395847.21,2031513.03,890038.55,2645,5,100,0,1
LN000051,20250312,CUST26739,BR024,EMP0231,LP008,LOC060,1,4,5000000,12.73,60,113075.48,50000.0,12500.0,2966691,420,25.04,85.91,5820044.23,3332072.02,1784528.92,6784528.92,3452456.9,1284,17,84,0,4
LN000052,20250921,CUST33309,BR192,EMP0901,LP009,LOC009,3,2,3645209.89,15.77,60,88199.57,36452.1,9113.02,1990394,582,25.56,56.42,6460847.03,949647.57,1646764.36,5291974.26,4342326.69,4111,21,46,0,8
LN000053,20250115,CUST31742,BR089,EMP0341,LP036,LOC098,1,4,4370835.71,10.88,48,112711.99,43708.36,10927.09,1832133,856,23.13,61.06,7158263.54,104012.62,1039339.77,5410175.48,5306162.87,3974,23,0,0,7
LN000054,20260611,CUST42731,BR039,EMP0508,LP003,LOC017,1,1,4888200.98,8.55,180,48279.42,48882.01,12220.5,2725396,814,60.07,40.84,11969150.3,7823771.9,3802095.09,8690296.08,866524.18,1364,20,0,0,8
LN000055,20211221,CUST22188,BR160,EMP0710,LP026,LOC084,4,2,5000000,16.52,120,85384.01,50000.0,12500.0,1628103,382,44.47,88.81,5629996.62,469889.44,5246080.78,10246080.78,9776191.34,660,1,100,0,11
LN000056,20260904,CUST18834,BR059,EMP0765,LP006,LOC056,6,2,5000000,8.56,36,157976.73,50000.0,12500.0,2908131,400,59.69,42.53,11756407.24,1740265.09,687162.43,5687162.43,3946897.34,15112,281,99,1,4
LN000057,20241215,CUST27005,BR145,EMP0699,LP012,LOC022,1,4,1816628.94,11.52,48,47411.79,18166.29,4541.57,581217,479,42.07,52.77,3442541.11,1143191.8,459137.09,2275766.03,1132574.23,176,8,81,0,15
LN000058,20220324,CUST44408,BR140,EMP0162,LP005,LOC057,1,3,4440684.95,17.6,60,111800.15,44406.85,11101.71,2714454,653,26.62,94.97,4675881.81,3643550.34,2267324.21,6708009.16,3064458.82,4785,12,27,0,10
LN000059,20220426,CUST45828,BR076,EMP0023,LP026,LOC036,1,2,5000000,15.67,12,452873.84,50000.0,12500.0,2623678,308,50.98,85.81,5826826.71,485750.92,434486.12,5434486.12,4948735.19,2986,25,100,0,11
LN000060,20210217,CUST40691,BR065,EMP0695,LP009,LOC081,1,2,5000000,10.74,180,56016.2,50000.0,12500.0,2881750,399,30.07,47.23,10586491.64,9746505.06,5082916.86,10082916.86,336411.79,1538,13,89,0,3
LN000061,20250118,CUST23977,BR136,EMP0514,LP018,LOC022,4,5,5000000,10.6,84,84564.22,50000.0,12500.0,2271016,563,35.76,44.14,11327594.02,1390613.53,2103394.6,7103394.6,5712781.07,3355,23,50,0,6
LN000062,20200105,CUST25859,BR004,EMP0271,LP035,LOC016,1,5,5000000,14.56,360,61466.61,50000.0,12500.0,1795960,765,45.12,60.43,8274036.07,13696654.27,17127978.22,22127978.22,8431323.95,0,0,11,0,15
LN000063,20250418,CUST21497,BR235,EMP0625,LP015,LOC083,1,1,5000000,17.05,60,124397.34,50000.0,12500.0,2915077,364,16.42,42.49,11767474.7,2618020.84,2463840.53,7463840.53,4845819.69,1051,15,87,0,4
LN000064,20250110,CUST08891,BR100,EMP0465,LP024,LOC086,1,4,5000000,15.13,120,81065.99,50000.0,12500.0,2007945,853,55.85,73.86,6769564.04,3356891.91,4727919.23,9727919.23,6371027.32,1879,11,0,0,8
LN000065,20210825,CUST23769,BR026,EMP0703,LP024,LOC070,3,1,1063905.54,9.49,24,48843.79,10639.06,2659.76,503965,667,55.33,45.04,2362134.85,59772.15,108345.36,1172250.9,1112478.75,274,19,33,0,13
LN000066,20220928,CUST15963,BR033,EMP0806,LP037,LOC027,1,5,3074885.84,9.77,48,77647.85,30748.86,7687.21,2574515,370,18.12,89.53,3434475.41,2502523.47,652210.86,3727096.69,1224573.22,1164,4,86,0,5
LN000067,20201215,CUST07205,BR170,EMP0888,LP002,LOC017,3,4,5000000,10.0,84,83005.92,50000.0,12500.0,1752577,315,24.6,46.97,10645092.61,6862463.73,1972497.29,6972497.29,110033.56,620,23,100,0,8
LN000068,20230122,CUST33636,BR152,EMP0112,LP029,LOC065,1,4,1155048.21,15.72,240,15827.53,11550.48,2887.62,2829945,526,45.38,41.71,2769235.71,2652831.97,2643558.86,3798607.07,1145775.1,4116,3,68,0,2
LN000069,20191127,CUST21110,BR156,EMP0152,LP005,LOC017,3,5,5000000,13.26,84,91668.06,50000.0,12500.0,2868577,581,42.86,56.22,8893632.16,4767108.71,2700117.24,7700117.24,2933008.53,1037,3,54,0,12
LN000070,20210530,CUST28186,BR116,EMP0910,LP015,LOC053,3,1,4549360.07,15.16,84,88196.77,45493.6,11373.4,2152112,647,46.58,60.59,7508433.85,4246835.27,2859168.57,7408528.63,3161693.36,649,15,33,0,14
LN000071,20191216,CUST06110,BR111,EMP0099,LP024,LOC017,4,3,1512273.92,13.4,84,27841.16,15122.74,3780.68,501578,869,32.59,88.05,1717517.23,771725.97,826383.64,2338657.56,1566931.58,521,23,0,0,10
LN000072,20220703,CUST23046,BR027,EMP0592,LP033,LOC028,5,1,2900496.66,8.64,240,25428.78,29004.97,7251.24,2272448,458,51.94,71.58,4052104.86,3859716.29,3202410.65,6102907.31,2243191.02,4660,26,87,0,10
LN000073,20260518,CUST45448,BR069,EMP0030,LP012,LOC035,5,2,3157844.67,9.4,36,101007.53,31578.45,7894.61,1675327,616,32.04,47.8,6606369.6,1576974.05,478426.37,3636271.04,2059297.0,4445,2,42,0,7
LN000074,20230916,CUST29731,BR088,EMP0162,LP024,LOC040,1,5,5000000,16.78,36,177716.67,50000.0,12500.0,2630659,632,43.98,77.07,6487608.67,5390722.94,1397799.98,6397799.98,1007077.04,4078,13,37,0,8
LN000075,20230824,CUST17903,BR056,EMP0774,LP033,LOC015,5,2,1503489.84,14.62,360,18554.74,15034.9,3758.72,2053188,653,46.69,42.5,3537623.15,3429141.89,5176215.4,6679705.24,3250563.35,162,1,36,0,5
LN000076,20210515,CUST08994,BR196,EMP0262,LP019,LOC042,1,4,730750.1,12.02,36,24278.34,7307.5,1826.88,282421,422,48.7,67.51,1082432.38,541711.26,143270.18,874020.28,332309.02,446,27,98,0,1
LN000077,20240227,CUST05103,BR221,EMP0321,LP037,LOC055,2,1,5000000,11.89,24,235110.6,50000.0,12500.0,1946272,887,63.14,49.45,10111223.46,3357197.03,642654.33,5642654.33,2285457.3,3064,22,0,0,7
LN000078,20200309,CUST15946,BR112,EMP0604,LP026,LOC068,3,3,5000000,15.33,48,139991.57,50000.0,12500.0,1909965,380,19.25,68.08,7344300.82,4481508.98,1719595.35,6719595.35,2238086.37,2962,6,85,0,12
LN000079,20260328,CUST09680,BR061,EMP0106,LP010,LOC033,1,5,3022595.98,15.48,24,147245.8,30225.96,7556.49,977707,502,52.51,67.18,4499249.75,2907882.73,511303.33,3533899.32,626016.58,4724,29,79,0,6
LN000080,20260113,CUST20719,BR039,EMP0451,LP005,LOC061,1,1,4792318.81,10.38,12,422168.4,47923.19,11980.8,2898221,752,14.08,65.4,7327704.61,3283074.18,273701.99,5066020.8,1782946.62,2451,26,0,0,11
LN000081,20200105,CUST40306,BR153,EMP0520,LP025,LOC060,3,1,5000000,15.26,12,451905.22,50000.0,12500.0,2574971,894,54.54,75.85,6591957.81,2984018.55,422862.66,5422862.66,2438844.11,1335,16,0,0,8
LN000082,20200228,CUST22508,BR183,EMP0087,LP033,LOC083,1,5,575356.65,12.1,180,6942.31,5753.57,1438.39,414173,476,43.54,60.01,958767.96,594731.1,674258.39,1249615.05,654883.95,2871,24,76,0,1
LN000083,20260128,CUST42422,BR086,EMP0068,LP022,LOC013,5,2,2926641.1,15.1,360,37239.88,29266.41,7316.6,1871367,871,28.33,72.05,4061958.5,1698858.1,10479715.98,13406357.08,11707498.98,3310,9,0,0,10
LN000084,20261213,CUST05553,BR080,EMP0573,LP025,LOC083,1,3,2685432.24,16.2,240,37764.76,26854.32,6713.58,786005,636,46.88,67.97,3950908.1,8216527.06,6378109.69,9063541.93,847014.87,1854,5,34,0,13
LN000085,20240614,CUST12584,BR058,EMP0141,LP010,LOC010,3,2,1777844.69,13.17,240,21044.48,17778.45,4444.61,674215,602,28.52,82.15,2164144.48,4860024.62,3272830.24,5050674.94,190650.31,1429,4,35,0,14
LN000086,20261008,CUST40943,BR208,EMP0925,LP011,LOC093,1,4,941091.12,14.6,48,26000.85,9410.91,2352.73,433259,748,43.58,81.38,1156415.73,37954.66,306949.59,1248040.7,1210086.04,2635,7,11,0,15
LN000087,20210305,CUST24107,BR174,EMP0970,LP037,LOC057,4,3,5000000,12.78,120,74007.97,50000.0,12500.0,1431836,772,54.93,84.07,5947424.77,299571.05,3880956.18,8880956.18,8581385.12,4036,1,6,0,9
LN000088,20200225,CUST46623,BR217,EMP0529,LP008,LOC037,4,4,1392265.92,17.01,36,49645.01,13922.66,3480.66,922398,385,15.04,90.08,1545588.27,301956.72,394954.33,1787220.24,1485263.52,318,29,88,0,1
LN000089,20230612,CUST32900,BR096,EMP0242,LP025,LOC011,3,4,399605.1,17.27,84,8228.73,3996.05,999.01,1191783,683,17.57,55.78,716394.95,144200.4,291607.82,691212.92,547012.52,3942,4,15,0,10
LN000090,20190122,CUST05193,BR005,EMP0263,LP014,LOC020,4,1,5000000,8.67,60,102992.81,50000.0,12500.0,2803828,861,16.7,53.11,9414422.9,4711054.61,1179568.73,6179568.73,1468514.11,614,14,0,0,14
LN000091,20240809,CUST39108,BR138,EMP0017,LP033,LOC074,3,5,1361911.93,7.52,84,20902.83,13619.12,3404.78,852204,547,32.91,76.54,1779346.66,1333445.74,393925.5,1755837.43,422391.7,654,11,50,0,9
LN000092,20240909,CUST33268,BR142,EMP0021,LP025,LOC061,3,3,5000000,11.42,12,442888.44,50000.0,12500.0,2916196,344,13.72,53.26,9387908.37,3416828.27,314661.27,5314661.27,1897832.99,4866,24,100,0,3
LN000093,20190701,CUST23089,BR140,EMP0347,LP012,LOC100,1,3,5000000,16.02,24,244863.34,50000.0,12500.0,2257105,775,61.9,42.03,11896264.57,1668723.71,876720.07,5876720.07,4207996.36,443,6,10,0,15
LN000094,20220624,CUST33777,BR102,EMP0835,LP035,LOC061,1,4,1540047.8,9.51,84,25178.4,15400.48,3850.12,403598,559,12.63,76.07,2024514.0,291575.03,574937.84,2114985.64,1823410.61,3679,11,40,0,12
LN000095,20231207,CUST25340,BR087,EMP0998,LP012,LOC064,3,1,5000000,12.95,24,237591.7,50000.0,12500.0,1790764,809,14.34,73.13,6837139.34,1556237.11,702200.88,5702200.88,4145963.77,940,10,0,0,6
LN000096,20260531,CUST19376,BR079,EMP0457,LP039,LOC092,1,1,3331669.2,11.19,12,294753.8,33316.69,8329.17,948958,736,60.14,73.82,4513233.81,966269.95,205376.43,3537045.63,2570775.68,569,25,22,0,11
LN000097,20260224,CUST26622,BR094,EMP0526,LP011,LOC004,1,3,5000000,12.1,36,166310.46,50000.0,12500.0,2798345,446,52.82,60.15,8312551.95,5584638.55,987176.57,5987176.57,402538.02,3785,4,90,0,6
LN000098,20231224,CUST05039,BR147,EMP0141,LP034,LOC047,1,4,5000000,10.12,24,231001.66,50000.0,12500.0,1568628,707,20.23,68.48,7301401.87,5400375.23,544039.82,5544039.82,143664.59,2232,24,11,0,4
LN000099,20251111,CUST18716,BR178,EMP0939,LP032,LOC026,4,3,3517658.67,12.25,180,42785.24,35176.59,8794.15,819286,425,54.58,93.22,3773502.12,21083.16,4183683.97,7701342.64,7680259.48,4541,17,96,0,15
LN000100,20220513,CUST10323,BR183,EMP0727,LP012,LOC047,1,2,931642.57,9.61,36,29891.19,9316.43,2329.11,1190537,820,37.17,59.85,1556629.19,821335.03,144440.19,1076082.76,254747.73,4619,25,0,0,10
LN000101,20191220,CUST04309,BR080,EMP0408,LP031,LOC068,1,5,5000000,8.27,84,78605.36,50000.0,12500.0,1967288,720,34.75,77.41,6459113.81,2361584.69,1602850.13,6602850.13,4241265.44,4616,26,12,0,3
LN000102,20200612,CUST28353,BR129,EMP0933,LP004,LOC016,1,3,1480196.06,9.2,48,36975.47,14801.96,3700.49,891793,830,61.75,89.22,1659040.65,1160693.04,294626.58,1774822.65,614129.6,4612,20,0,0,3
LN000103,20260104,CUST19846,BR158,EMP0547,LP006,LOC065,1,1,5000000,9.12,360,40663.6,50000.0,12500.0,2732224,472,43.28,86.34,5791058.61,4089627.61,9638895.15,14638895.15,10549267.54,332,27,82,0,1
LN000104,20260312,CUST37800,BR068,EMP0667,LP014,LOC099,1,1,5000000,7.82,240,41263.63,50000.0,12500.0,1997291,885,62.62,66.56,7512019.23,7034573.81,4903270.61,9903270.61,2868696.81,697,14,0,0,3
LN000105,20231206,CUST27239,BR124,EMP0476,LP014,LOC044,1,1,5000000,10.85,84,85218.35,50000.0,12500.0,1561066,447,17.19,60.38,8280887.71,176280.39,2158341.16,7158341.16,6982060.77,3921,7,74,0,5
LN000106,20240116,CUST16248,BR037,EMP0100,LP004,LOC038,4,4,5000000,17.61,36,179785.27,50000.0,12500.0,2831080,693,61.36,79.66,6276675.87,1207221.67,1472269.62,6472269.62,5265047.95,4316,15,30,0,8
LN000107,20220617,CUST32596,BR006,EMP0093,LP026,LOC065,2,1,1552810.1,11.21,12,137392.08,15528.1,3882.03,1259689,768,42.86,86.36,1798066.35,1184831.4,95894.9,1648705.0,463873.6,166,17,9,0,7
LN000108,20200702,CUST17333,BR187,EMP0375,LP026,LOC047,1,2,859996.55,13.4,84,15832.65,8599.97,2149.99,1930161,346,14.04,67.73,1269742.43,594187.84,469946.0,1329942.55,735754.71,1073,19,98,0,2
LN000109,20230602,CUST24458,BR204,EMP0348,LP036,LOC047,3,2,3354345.69,11.71,12,297574.68,33543.46,8385.86,1084909,447,17.54,58.32,5751621.56,3409122.56,216550.43,3570896.13,161773.57,4323,4,74,0,6
LN000110,20251116,CUST20876,BR042,EMP0403,LP040,LOC095,1,4,4972457.25,16.2,240,69926.79,49724.57,12431.14,2740261,606,40.96,66.12,7520352.77,8561612.14,11809971.35,16782428.6,8220816.46,997,21,38,0,10
LN000111,20220614,CUST47535,BR224,EMP0705,LP002,LOC077,3,2,5000000,15.72,360,66110.15,50000.0,12500.0,1363715,785,49.68,72.09,6935774.73,10052154.81,18799652.98,23799652.98,13747498.17,3214,23,0,0,14
LN000112,20260820,CUST15873,BR009,EMP0587,LP008,LOC025,3,4,3581762.67,9.09,48,89285.46,35817.63,8954.41,2099849,319,52.62,90.63,3952071.8,2526946.8,703939.48,4285702.14,1758755.34,2762,17,100,0,9
LN000113,20230324,CUST20563,BR245,EMP0178,LP030,LOC069,1,3,4829814.18,15.61,60,116453.22,48298.14,12074.54,2541235,650,20.57,53.56,9017576.88,2724470.16,2157378.73,6987192.91,4262722.76,2538,30,25,0,12
LN000114,20210429,CUST45236,BR181,EMP0501,LP021,LOC062,4,3,5000000,15.85,60,121192.15,50000.0,12500.0,2600855,657,41.54,69.88,7155123.07,5178860.04,2271528.76,7271528.76,2092668.72,1299,30,32,0,1
LN000115,20220324,CUST46802,BR021,EMP0355,LP029,LOC084,1,2,2772597.52,16.19,60,67704.41,27725.98,6931.49,2259404,562,48.29,47.55,5830909.61,272074.49,1289666.9,4062264.42,3790189.93,4450,1,62,0,11
